Ordem_Sorteio,Marca,Modelo,Ano,Cor,Nota_Confianca_Marca,Nota_Confianca_Modelo,Nota_Aparencia,Perfil_Rodagem,Quilometragem_Estimada,Dias_para_Venda
328,Volkswagen,Polo,2019,Branco,4.0,2.8,4.78,Normal,77660,22
329,Honda,Civic,2024,Prata,4.8,4.8,4.89,Alto,26917,32
330,Honda,Civic,2017,Prata,4.8,4.8,4.66,Normal,105890,14
331,Toyota,Hilux,2024,Preto,5.0,4.9,4.93,Normal,16300,22
332,Hyundai,Creta,2021,Preto,4.5,3.6,4.35,Normal,58487,8
333,Jeep,Compass,2019,Vermelho,2.5,2.3,4.83,Normal,78494,26
334,Ford,Fiesta,2010,Branco,2.8,2.0,4.51,Normal,184941,16
335,Ford,Ka,2012,Branco,2.8,3.8,4.84,Alto,251026,38
336,Volkswagen,Gol,2012,Prata,4.0,4.4,3.71,Pouco Rodado,105009,25
337,Chevrolet,Onix,2018,Preto,4.3,4.2,4.53,Alto,135437,27
338,Hyundai,HB20,2020,Branco,4.5,4.5,4.65,Pouco Rodado,46774,15
339,Chevrolet,Celta,2012,Cinza,4.3,4.2,4.13,Normal,157525,5
340,Hyundai,HB20,2021,Branco,4.5,4.5,4.74,Normal,55723,27
341,Fiat,Mobi,2019,Branco,3.6,3.5,4.95,Pouco Rodado,51576,10
342,Chevrolet,Onix,2014,Cinza,4.3,4.2,3.69,Normal,141237,23
343,Volkswagen,Polo,2023,Cinza,4.0,2.8,4.86,Pouco Rodado,18238,16
344,Chevrolet,Onix,2019,Prata,4.3,4.2,4.73,Normal,78913,9
345,Chevrolet,Onix,2013,Cinza,4.3,4.2,4.82,Pouco Rodado,100169,14
346,Chevrolet,Onix,2013,Vermelho,4.3,4.2,4.98,Alto,230777,40
347,Hyundai,HB20,2013,Preto,4.5,4.5,4.37,Pouco Rodado,99278,7
348,Hyundai,Creta,2021,Cinza,4.5,3.6,4.57,Alto,79970,31
349,Hyundai,Creta,2019,Preto,4.5,3.6,4.95,Pouco Rodado,54619,5
350,Fiat,Uno,2021,Preto,3.6,4.3,4.88,Alto,89670,40
351,Ford,Ka,2014,Vermelho,2.8,3.8,4.93,Super Alto,280692,50
352,Volkswagen,Polo,2025,Vermelho,4.0,2.8,4.82,Pouco Rodado,1775,28
353,Fiat,Argo,2022,Prata,3.6,3.4,4.71,Super Alto,97774,30
354,Chevrolet,Onix,2016,Vermelho,4.3,4.2,4.84,Normal,119482,9
355,Chevrolet,Onix,2023,Preto,4.3,4.2,4.98,Normal,34357,25
356,Volkswagen,Saveiro,2018,Vermelho,4.0,4.0,4.83,Alto,142539,39
357,Honda,HR-V,2022,Branco,4.8,3.9,4.96,Normal,41253,13
358,Fiat,Argo,2021,Vermelho,3.6,3.4,4.9,Normal,54036,27
359,Chevrolet,Onix,2017,Prata,4.3,4.2,4.61,Pouco Rodado,66039,18
360,Toyota,Corolla,2021,Branco,5.0,5.0,4.8,Alto,72252,36
361,Fiat,Uno,2017,Preto,3.6,4.3,4.13,Super Alto,222307,53
362,Renault,Kwid,2019,Cinza,3.2,2.7,4.85,Pouco Rodado,50691,13
363,Chevrolet,Onix,2014,Prata,4.3,4.2,4.63,Alto,204838,42
364,Fiat,Argo,2020,Marrom,3.6,3.4,4.89,Normal,69554,34
365,Jeep,Renegade,2021,Branco,2.5,2.4,4.78,Alto,89016,43
366,Volkswagen,Gol,2017,Preto,4.0,4.4,4.5,Alto,154243,34
367,Hyundai,Creta,2023,Preto,4.5,3.6,4.98,Normal,32757,17
368,Fiat,Uno,2021,Branco,3.6,4.3,4.67,Pouco Rodado,37619,5
369,Renault,Duster,2018,Cinza,3.2,3.2,4.78,Pouco Rodado,59536,18
370,Toyota,Corolla,2025,Branco,5.0,5.0,4.95,Alto,14226,37
371,Toyota,Corolla,2018,Preto,5.0,5.0,4.91,Normal,90394,5
372,Volkswagen,Fox,2017,Prata,4.0,4.1,3.33,Normal,98678,18
373,Renault,Duster,2022,Branco,3.2,3.2,4.42,Alto,68023,37
374,Chevrolet,Onix,2024,Branco,4.3,4.2,4.62,Super Alto,31972,47
375,Volkswagen,Fox,2018,Preto,4.0,4.1,4.56,Normal,86384,26
376,Jeep,Compass,2023,Vermelho,2.5,2.3,4.97,Normal,32216,32
377,Volkswagen,T-Cross,2022,Preto,4.0,3.1,4.94,Pouco Rodado,31661,14
378,Volkswagen,Saveiro,2022,Cinza,4.0,4.0,4.39,Pouco Rodado,28770,20
379,Jeep,Renegade,2021,Cinza,2.5,2.4,4.82,Pouco Rodado,33410,17
380,Hyundai,Creta,2017,Vermelho,4.5,3.6,4.67,Normal,100074,23
381,Hyundai,HB20,2025,Prata,4.5,4.5,4.82,Super Alto,22329,29
382,Fiat,Uno,2019,Branco,3.6,4.3,4.9,Super Alto,167670,33
383,Honda,Civic,2020,Preto,4.8,4.8,4.58,Normal,64798,17
384,Volkswagen,Saveiro,2017,Prata,4.0,4.0,4.65,Pouco Rodado,67360,15
385,Ford,Ka,2021,Vermelho,2.8,3.8,4.79,Alto,75086,36
386,Chevrolet,Onix,2021,Preto,4.3,4.2,4.87,Normal,54333,14
387,Hyundai,HB20,2021,Preto,4.5,4.5,4.89,Normal,48515,13
388,Chevrolet,Prisma/Joy Plus,2013,Preto,4.3,3.2,4.42,Normal,149166,15
389,Volkswagen,Polo,2025,Cinza,4.0,2.8,4.99,Normal,6711,24
390,Chevrolet,Prisma/Joy Plus,2017,Branco,4.3,3.2,4.87,Pouco Rodado,69086,19
391,Toyota,Hilux,2021,Vermelho,5.0,4.9,4.85,Alto,85425,23
392,Fiat,Mobi,2019,Branco,3.6,3.5,3.85,Super Alto,170489,43
393,Hyundai,HB20,2014,Preto,4.5,4.5,4.54,Normal,133182,14
394,Honda,HR-V,2019,Vermelho,4.8,3.9,4.73,Normal,72234,29
395,Volkswagen,Polo,2023,Azul,4.0,2.8,4.98,Normal,28819,13
396,Chevrolet,Prisma/Joy Plus,2014,Preto,4.3,3.2,3.9,Alto,205812,32
397,Fiat,Mobi,2025,Prata,3.6,3.5,4.67,Normal,83,20
398,Hyundai,HB20,2025,Prata,4.5,4.5,4.81,Normal,10521,5
399,Hyundai,HB20,2013,Cinza,4.5,4.5,4.71,Normal,152194,10
400,Volkswagen,Fox,2015,Preto,4.0,4.1,3.75,Normal,126479,23
401,Jeep,Compass,2023,Prata,2.5,2.3,4.43,Normal,26410,25
402,Honda,HR-V,2022,Preto,4.8,3.9,4.95,Super Alto,81583,37
403,Honda,Civic,2012,Prata,4.8,4.8,4.8,Normal,159464,5
404,Chevrolet,Onix,2023,Branco,4.3,4.2,4.99,Normal,30053,15
405,Volkswagen,Polo,2025,Branco,4.0,2.8,4.9,Pouco Rodado,1279,7
406,Toyota,Corolla,2025,Branco,5.0,5.0,4.6,Normal,9759,5
407,Toyota,Corolla Cross,2021,Vermelho,5.0,4.7,4.95,Normal,58128,7
408,Volkswagen,Fox,2010,Preto,4.0,4.1,4.41,Alto,273947,25
409,Hyundai,HB20,2019,Vermelho,4.5,4.5,4.95,Normal,80915,25
410,Chevrolet,Onix,2014,Prata,4.3,4.2,3.88,Normal,142767,19
411,Chevrolet,Tracker,2014,Preto,4.3,3.0,4.97,Normal,138087,6
412,Chevrolet,Tracker,2023,Prata,4.3,3.0,4.97,Pouco Rodado,23539,19
413,Volkswagen,Gol,2019,Prata,4.0,4.4,4.91,Pouco Rodado,51318,18
414,Fiat,Uno,2021,Prata,3.6,4.3,4.44,Super Alto,109061,34
415,Fiat,Strada,2024,Cinza,3.6,4.4,5.0,Normal,13366,9
416,Hyundai,Creta,2021,Prata,4.5,3.6,4.87,Pouco Rodado,32561,6
417,Hyundai,HB20,2013,Prata,4.5,4.5,4.74,Alto,218802,16
418,Hyundai,HB20,2023,Branco,4.5,4.5,4.77,Normal,26535,17
419,Fiat,Mobi,2016,Azul,3.6,3.5,4.74,Normal,117767,24
420,Volkswagen,Fox,2021,Vermelho,4.0,4.1,4.94,Alto,75712,30
421,Hyundai,HB20,2014,Branco,4.5,4.5,4.17,Normal,134377,24
422,Chevrolet,Onix,2023,Vermelho,4.3,4.2,4.97,Pouco Rodado,23580,9
423,Fiat,Uno,2021,Preto,3.6,4.3,4.62,Pouco Rodado,39783,11
424,Chevrolet,Onix,2014,Marrom,4.3,4.2,4.3,Pouco Rodado,90462,21
425,Fiat,Uno,2010,Branco,3.6,4.3,3.73,Pouco Rodado,120602,7
426,Chevrolet,Onix,2016,Branco,4.3,4.2,4.51,Normal,108027,8
427,Hyundai,HB20,2018,Branco,4.5,4.5,4.52,Normal,84741,5
428,Volkswagen,Polo,2022,Cinza,4.0,2.8,4.85,Normal,40511,27
429,Chevrolet,Prisma/Joy Plus,2016,Prata,4.3,3.2,3.69,Super Alto,234018,36
430,Renault,Duster,2020,Branco,3.2,3.2,4.35,Pouco Rodado,45474,9
431,Ford,Fiesta,2018,Azul,2.8,2.0,4.76,Normal,89170,35
432,Volkswagen,Polo,2024,Preto,4.0,2.8,4.95,Alto,25357,40
433,Volkswagen,Nivus,2023,Prata,4.0,3.0,4.81,Normal,27237,23
434,Fiat,Uno,2013,Branco,3.6,4.3,4.68,Super Alto,323793,47
435,Hyundai,Creta,2019,Cinza,4.5,3.6,4.61,Alto,124344,31
436,Hyundai,Creta,2020,Branco,4.5,3.6,4.73,Normal,70235,11
437,Fiat,Uno,2016,Cinza,3.6,4.3,4.81,Super Alto,238725,47
438,Jeep,Renegade,2016,Cinza,2.5,2.4,4.19,Super Alto,225391,38
439,Ford,Fiesta,2014,Vermelho,2.8,2.0,4.31,Alto,200916,51
440,Toyota,Corolla,2022,Branco,5.0,5.0,4.8,Alto,55281,17
441,Chevrolet,Onix,2018,Branco,4.3,4.2,4.48,Normal,90976,15
442,Volkswagen,Polo,2025,Vermelho,4.0,2.8,4.68,Super Alto,19539,58
443,Honda,Civic,2023,Preto,4.8,4.8,4.38,Normal,27728,17
444,Honda,HR-V,2016,Prata,4.8,3.9,4.28,Pouco Rodado,72617,16
445,Jeep,Compass,2023,Branco,2.5,2.3,4.91,Normal,35857,23
446,Chevrolet,Onix,2018,Prata,4.3,4.2,4.98,Normal,92013,12
447,Chevrolet,Onix,2013,Branco,4.3,4.2,4.22,Normal,150226,17
448,Honda,HR-V,2017,Branco,4.8,3.9,4.12,Pouco Rodado,66777,10
449,Chevrolet,Onix,2021,Branco,4.3,4.2,4.62,Pouco Rodado,32928,19
450,Renault,Sandero,2011,Branco,3.2,2.6,4.89,Normal,178305,19
451,Chevrolet,Onix,2013,Preto,4.3,4.2,4.05,Alto,229996,29
452,Fiat,Uno,2016,Vermelho,3.6,4.3,3.98,Normal,118143,11
453,Chevrolet,Onix,2018,Branco,4.3,4.2,4.31,Alto,133379,37
454,Chevrolet,Celta,2015,Preto,4.3,4.2,4.81,Normal,127339,13
455,Toyota,Corolla Cross,2021,Preto,5.0,4.7,4.68,Super Alto,121929,38
456,Fiat,Toro,2025,Preto,3.6,2.9,4.88,Normal,2379,13
457,Toyota,Corolla Cross,2025,Branco,5.0,4.7,4.9,Normal,7866,5
458,Fiat,Argo,2019,Preto,3.6,3.4,4.98,Normal,79060,19
459,Renault,Sandero,2010,Vermelho,3.2,2.6,3.77,Super Alto,388708,49
460,Fiat,Uno,2017,Prata,3.6,4.3,4.11,Normal,103006,17
461,Chevrolet,Onix,2017,Branco,4.3,4.2,4.59,Pouco Rodado,65902,14
462,Volkswagen,Gol,2013,Prata,4.0,4.4,4.32,Pouco Rodado,97346,16
463,Volkswagen,T-Cross,2021,Branco,4.0,3.1,4.86,Alto,82046,37
464,Renault,Kwid,2019,Prata,3.2,2.7,4.02,Alto,117860,35
465,Chevrolet,Prisma/Joy Plus,2020,Branco,4.3,3.2,4.59,Normal,60398,9
466,Volkswagen,Gol,2010,Branco,4.0,4.4,4.42,Super Alto,375963,45
467,Toyota,Corolla,2016,Preto,5.0,5.0,4.83,Pouco Rodado,73917,5
468,Fiat,Argo,2021,Preto,3.6,3.4,4.68,Pouco Rodado,34612,25
469,Chevrolet,Tracker,2018,Prata,4.3,3.0,4.82,Super Alto,185527,36
470,Ford,Ka,2019,Branco,2.8,3.8,4.21,Alto,124619,28
471,Fiat,Argo,2017,Preto,3.6,3.4,4.94,Alto,146429,46
472,Honda,HR-V,2018,Branco,4.8,3.9,4.2,Pouco Rodado,61014,9
473,Jeep,Compass,2024,Cinza,2.5,2.3,4.88,Normal,14181,32
474,Hyundai,HB20,2025,Branco,4.5,4.5,4.77,Normal,11286,11
475,Chevrolet,Onix,2019,Cinza,4.3,4.2,4.87,Normal,75484,22
476,Chevrolet,Onix,2019,Cinza,4.3,4.2,4.78,Normal,72174,19
477,Fiat,Uno,2018,Cinza,3.6,4.3,4.58,Pouco Rodado,59079,19
478,Fiat,Mobi,2021,Cinza,3.6,3.5,4.96,Pouco Rodado,35944,17
479,Chevrolet,Celta,2012,Preto,4.3,4.2,4.74,Normal,167814,17
480,Ford,Ka,2018,Cinza,2.8,3.8,4.38,Normal,94102,19
481,Fiat,Argo,2018,Preto,3.6,3.4,4.6,Pouco Rodado,62273,10
482,Ford,Ka,2021,Preto,2.8,3.8,4.94,Pouco Rodado,35499,18
483,Volkswagen,Gol,2022,Branco,4.0,4.4,4.89,Normal,40824,27
484,Fiat,Strada,2017,Cinza,3.6,4.4,4.86,Super Alto,201067,44
485,Honda,Civic,2020,Prata,4.8,4.8,4.45,Normal,68167,15
486,Volkswagen,Gol,2010,Marrom,4.0,4.4,4.12,Pouco Rodado,124674,9
487,Toyota,Corolla,2016,Marrom,5.0,5.0,4.12,Normal,109198,12
488,Toyota,Corolla,2019,Preto,5.0,5.0,4.95,Normal,81738,5
489,Hyundai,Creta,2018,Branco,4.5,3.6,4.71,Pouco Rodado,62759,5
490,Toyota,Corolla,2024,Branco,5.0,5.0,4.94,Normal,13877,9
491,Toyota,Corolla,2018,Branco,5.0,5.0,3.65,Super Alto,191845,32
492,Fiat,Argo,2022,Preto,3.6,3.4,4.53,Alto,60454,27
493,Chevrolet,Prisma/Joy Plus,2014,Preto,4.3,3.2,4.84,Normal,143162,19
494,Toyota,Corolla,2022,Prata,5.0,5.0,4.97,Normal,37366,5
495,Jeep,Compass,2024,Branco,2.5,2.3,4.68,Super Alto,32560,46
496,Hyundai,HB20,2019,Branco,4.5,4.5,4.99,Alto,114471,37
497,Fiat,Uno,2017,Branco,3.6,4.3,4.97,Alto,160103,20
498,Hyundai,HB20,2018,Branco,4.5,4.5,4.81,Pouco Rodado,56821,6
499,Toyota,Corolla,2022,Vermelho,5.0,5.0,4.87,Normal,45134,12
500,Chevrolet,Onix,2019,Branco,4.3,4.2,4.75,Normal,75808,12
501,Fiat,Uno,2018,Prata,3.6,4.3,4.92,Super Alto,181680,31
502,Chevrolet,Onix,2024,Prata,4.3,4.2,5.0,Normal,20598,23
503,Chevrolet,Onix,2025,Prata,4.3,4.2,4.57,Alto,15146,24
504,Hyundai,HB20,2023,Preto,4.5,4.5,4.88,Normal,32782,8
505,Chevrolet,Onix,2020,Prata,4.3,4.2,4.86,Alto,94486,19
506,Fiat,Argo,2021,Cinza,3.6,3.4,4.82,Normal,58043,11
507,Chevrolet,Prisma/Joy Plus,2016,Prata,4.3,3.2,4.86,Pouco Rodado,79703,5
508,Ford,Ka,2012,Branco,2.8,3.8,4.79,Super Alto,331613,48
509,Honda,HR-V,2025,Marrom,4.8,3.9,4.82,Pouco Rodado,3849,10
510,Ford,Ka,2013,Branco,2.8,3.8,4.74,Pouco Rodado,96663,8
511,Volkswagen,Gol,2018,Branco,4.0,4.4,4.98,Alto,132096,27
512,Chevrolet,Onix,2018,Azul,4.3,4.2,4.68,Normal,84275,19
513,Renault,Sandero,2016,Branco,3.2,2.6,4.41,Normal,119814,31
514,Chevrolet,Onix,2016,Preto,4.3,4.2,4.82,Normal,109490,5
515,Fiat,Strada,2024,Verde,3.6,4.4,4.99,Normal,21790,17
516,Chevrolet,Tracker,2020,Prata,4.3,3.0,4.95,Normal,70901,10
517,Toyota,Corolla,2024,Branco,5.0,5.0,4.94,Normal,20838,8
518,Fiat,Strada,2014,Preto,3.6,4.4,4.53,Pouco Rodado,93947,6
519,Volkswagen,Gol,2016,Preto,4.0,4.4,4.66,Normal,119179,13
520,Volkswagen,Saveiro,2018,Branco,4.0,4.0,4.7,Normal,90065,16
521,Toyota,Corolla,2025,Cinza,5.0,5.0,4.89,Normal,1348,8
522,Jeep,Compass,2018,Cinza,2.5,2.3,4.53,Alto,133248,46
523,Fiat,Strada,2013,Prata,3.6,4.4,4.89,Normal,144167,20
524,Volkswagen,Polo,2025,Prata,4.0,2.8,4.99,Normal,9887,17
525,Fiat,Uno,2010,Prata,3.6,4.3,4.99,Alto,275233,20
526,Fiat,Argo,2025,Branco,3.6,3.4,4.99,Pouco Rodado,7113,17
527,Ford,Fiesta,2018,Preto,2.8,2.0,4.52,Alto,142892,35
528,Honda,Civic,2016,Branco,4.8,4.8,4.7,Pouco Rodado,79845,6
529,Hyundai,HB20,2013,Prata,4.5,4.5,4.91,Normal,146229,5
530,Fiat,Mobi,2017,Branco,3.6,3.5,4.43,Normal,106334,26
531,Toyota,Corolla,2024,Preto,5.0,5.0,4.99,Normal,18430,5
532,Jeep,Renegade,2022,Cinza,2.5,2.4,4.51,Super Alto,85892,46
533,Ford,Fiesta,2010,Prata,2.8,2.0,4.29,Pouco Rodado,120268,23
534,Volkswagen,Fox,2020,Vermelho,4.0,4.1,4.84,Normal,65764,11
535,Ford,Fiesta,2013,Prata,2.8,2.0,3.87,Normal,148250,24
536,Toyota,Hilux,2014,Branco,5.0,4.9,4.56,Normal,132791,14
537,Fiat,Uno,2019,Verde,3.6,4.3,4.44,Normal,77559,20
538,Fiat,Strada,2020,Prata,3.6,4.4,4.75,Super Alto,139037,41
539,Fiat,Mobi,2020,Cinza,3.6,3.5,4.65,Normal,65197,10
540,Fiat,Toro,2019,Preto,3.6,2.9,4.89,Alto,125738,39
541,Renault,Sandero,2015,Branco,3.2,2.6,3.71,Pouco Rodado,81328,18
542,Fiat,Toro,2021,Prata,3.6,2.9,4.8,Pouco Rodado,34873,21
543,Volkswagen,Saveiro,2023,Prata,4.0,4.0,4.96,Alto,45200,36
544,Renault,Sandero,2020,Cinza,3.2,2.6,4.33,Pouco Rodado,46172,27
545,Volkswagen,Gol,2021,Branco,4.0,4.4,4.9,Super Alto,103461,20
546,Honda,Civic,2025,Branco,4.8,4.8,5.0,Normal,10720,18
547,Toyota,Hilux,2025,Cinza,5.0,4.9,4.54,Pouco Rodado,511,5
548,Hyundai,Creta,2021,Prata,4.5,3.6,4.99,Pouco Rodado,33611,19
549,Toyota,Corolla,2019,Branco,5.0,5.0,4.59,Pouco Rodado,55540,5
550,Honda,HR-V,2022,Cinza,4.8,3.9,4.95,Super Alto,79269,35
551,Fiat,Strada,2010,Branco,3.6,4.4,3.98,Alto,271380,35
552,Fiat,Toro,2025,Branco,3.6,2.9,4.74,Normal,10872,12
553,Hyundai,HB20,2021,Preto,4.5,4.5,4.68,Alto,81937,23
554,Fiat,Mobi,2023,Prata,3.6,3.5,4.98,Normal,29711,16
555,Volkswagen,Saveiro,2017,Branco,4.0,4.0,4.71,Normal,105913,23
556,Hyundai,HB20,2015,Branco,4.5,4.5,4.36,Super Alto,267348,44
557,Honda,HR-V,2017,Prata,4.8,3.9,4.66,Alto,149983,37
558,Volkswagen,Gol,2013,Cinza,4.0,4.4,4.98,Normal,150477,5
559,Renault,Duster,2020,Preto,3.2,3.2,4.5,Normal,60791,22
560,Chevrolet,Onix,2020,Cinza,4.3,4.2,4.79,Normal,63497,5
561,Hyundai,HB20,2019,Branco,4.5,4.5,4.49,Alto,108610,36
562,Fiat,Toro,2016,Preto,3.6,2.9,4.9,Super Alto,249977,47
563,Volkswagen,Polo,2023,Preto,4.0,2.8,4.96,Normal,24218,18
564,Fiat,Mobi,2024,Cinza,3.6,3.5,4.98,Pouco Rodado,15560,5
565,Toyota,Hilux,2014,Preto,5.0,4.9,4.29,Normal,141572,5
566,Volkswagen,Gol,2018,Prata,4.0,4.4,4.99,Normal,92899,6
567,Hyundai,HB20,2014,Branco,4.5,4.5,4.44,Normal,139590,29
568,Chevrolet,Onix,2021,Branco,4.3,4.2,4.89,Normal,55023,11
569,Jeep,Compass,2023,Prata,2.5,2.3,4.7,Pouco Rodado,23431,22
570,Fiat,Uno,2019,Branco,3.6,4.3,4.62,Pouco Rodado,51581,19
571,Hyundai,HB20,2014,Vermelho,4.5,4.5,4.87,Normal,133181,20
572,Fiat,Strada,2011,Branco,3.6,4.4,4.61,Pouco Rodado,118615,7
573,Hyundai,HB20,2016,Prata,4.5,4.5,4.53,Normal,118952,12
574,Chevrolet,Onix,2016,Vermelho,4.3,4.2,4.77,Normal,113702,31
575,Chevrolet,Onix,2015,Branco,4.3,4.2,3.73,Pouco Rodado,86725,20
576,Chevrolet,Onix,2018,Prata,4.3,4.2,4.17,Normal,93436,9
577,Hyundai,HB20,2013,Prata,4.5,4.5,4.98,Pouco Rodado,98259,19
578,Chevrolet,Onix,2019,Verde,4.3,4.2,4.52,Normal,79650,30
579,Fiat,Argo,2024,Preto,3.6,3.4,4.64,Normal,21720,10
580,Fiat,Mobi,2017,Prata,3.6,3.5,4.78,Pouco Rodado,66678,14
581,Jeep,Renegade,2015,Azul,2.5,2.4,3.68,Super Alto,250912,56
582,Renault,Kwid,2022,Preto,3.2,2.7,4.87,Pouco Rodado,29892,15
583,Fiat,Uno,2020,Branco,3.6,4.3,4.91,Normal,62405,13
584,Renault,Kwid,2023,Preto,3.2,2.7,4.67,Alto,49054,42
585,Fiat,Uno,2012,Branco,3.6,4.3,4.75,Alto,246970,37
586,Fiat,Strada,2020,Preto,3.6,4.4,4.67,Normal,66922,10
587,Renault,Sandero,2020,Preto,3.2,2.6,4.71,Alto,97013,39
588,Fiat,Strada,2019,Preto,3.6,4.4,4.8,Super Alto,162331,37
589,Volkswagen,Fox,2010,Preto,4.0,4.1,4.31,Normal,188887,18
590,Jeep,Compass,2016,Branco,2.5,2.3,4.22,Alto,167387,43
591,Volkswagen,Polo,2018,Branco,4.0,2.8,3.92,Alto,126831,45
592,Toyota,Corolla,2022,Azul,5.0,5.0,4.99,Pouco Rodado,31339,18
593,Toyota,Corolla,2016,Branco,5.0,5.0,4.75,Super Alto,236602,42
594,Chevrolet,Onix,2015,Cinza,4.3,4.2,4.74,Alto,180552,30
595,Chevrolet,Celta,2013,Preto,4.3,4.2,4.86,Normal,144234,5
596,Chevrolet,Prisma/Joy Plus,2018,Branco,4.3,3.2,4.76,Normal,94167,28
597,Volkswagen,Gol,2012,Preto,4.0,4.4,3.71,Normal,159149,23
598,Volkswagen,Saveiro,2010,Prata,4.0,4.0,4.72,Pouco Rodado,123828,5
599,Toyota,Hilux,2012,Prata,5.0,4.9,4.59,Alto,249229,46
600,Jeep,Compass,2016,Marrom,2.5,2.3,4.79,Super Alto,237804,57
601,Jeep,Compass,2024,Cinza,2.5,2.3,4.93,Normal,12599,22
602,Chevrolet,Onix,2014,Branco,4.3,4.2,4.53,Super Alto,298156,40
603,Hyundai,HB20,2022,Preto,4.5,4.5,4.77,Normal,43314,15
604,Ford,Ka,2020,Preto,2.8,3.8,4.73,Normal,65596,14
605,Hyundai,HB20,2025,Cinza,4.5,4.5,4.98,Alto,10547,20
606,Renault,Duster,2022,Branco,3.2,3.2,4.76,Pouco Rodado,26874,6
607,Fiat,Uno,2021,Preto,3.6,4.3,4.95,Super Alto,123342,33
608,Chevrolet,Onix,2023,Branco,4.3,4.2,4.82,Pouco Rodado,17626,18
609,Fiat,Strada,2025,Vermelho,3.6,4.4,4.95,Alto,11938,47
610,Jeep,Renegade,2015,Branco,2.5,2.4,3.51,Pouco Rodado,82099,25
611,Toyota,Corolla Cross,2025,Branco,5.0,4.7,4.58,Normal,11253,6
612,Chevrolet,Onix,2021,Vermelho,4.3,4.2,4.99,Super Alto,123685,46
613,Renault,Sandero,2017,Preto,3.2,2.6,4.44,Normal,101843,22
614,Hyundai,HB20,2017,Vermelho,4.5,4.5,3.91,Normal,99404,16
615,Ford,Fiesta,2017,Branco,2.8,2.0,4.11,Normal,102390,26
616,Fiat,Mobi,2023,Cinza,3.6,3.5,4.99,Alto,51886,41
617,Chevrolet,Celta,2015,Prata,4.3,4.2,4.65,Normal,120573,6
618,Chevrolet,Onix,2025,Preto,4.3,4.2,4.97,Pouco Rodado,6150,5
619,Honda,HR-V,2016,Cinza,4.8,3.9,3.95,Pouco Rodado,74947,15
620,Chevrolet,Onix,2017,Branco,4.3,4.2,3.58,Pouco Rodado,66248,8
621,Hyundai,HB20,2017,Prata,4.5,4.5,4.48,Normal,97584,16
622,Hyundai,HB20,2014,Preto,4.5,4.5,4.47,Pouco Rodado,88588,13
623,Renault,Sandero,2013,Branco,3.2,2.6,4.61,Normal,154119,26
624,Volkswagen,T-Cross,2023,Cinza,4.0,3.1,4.95,Normal,26824,12
625,Volkswagen,Gol,2017,Branco,4.0,4.4,4.57,Normal,107918,5
626,Ford,Ka,2016,Azul,2.8,3.8,4.22,Normal,110810,23
627,Volkswagen,Saveiro,2022,Cinza,4.0,4.0,4.95,Alto,56670,29
628,Jeep,Renegade,2024,Prata,2.5,2.4,4.57,Normal,14588,23
629,Hyundai,HB20,2025,Vermelho,4.5,4.5,4.89,Pouco Rodado,5807,21
630,Fiat,Strada,2011,Branco,3.6,4.4,4.72,Normal,178759,5
631,Volkswagen,Polo,2025,Prata,4.0,2.8,4.7,Normal,6809,24
632,Chevrolet,Onix,2023,Preto,4.3,4.2,4.8,Alto,40536,38
633,Hyundai,HB20,2019,Azul,4.5,4.5,4.58,Pouco Rodado,50940,5
634,Renault,Duster,2021,Cinza,3.2,3.2,4.91,Alto,72057,40
635,Toyota,Corolla,2023,Azul,5.0,5.0,4.87,Alto,47502,29
636,Chevrolet,Onix,2018,Preto,4.3,4.2,4.9,Normal,88601,8
637,Chevrolet,Onix,2021,Branco,4.3,4.2,4.97,Pouco Rodado,39385,6
638,Chevrolet,Onix,2020,Prata,4.3,4.2,4.73,Normal,60268,22
639,Toyota,Corolla,2015,Prata,5.0,5.0,3.77,Normal,124563,5
640,Fiat,Strada,2012,Prata,3.6,4.4,4.47,Normal,160110,20
641,Renault,Sandero,2015,Prata,3.2,2.6,4.29,Normal,125407,26
642,Honda,Civic,2025,Branco,4.8,4.8,4.79,Normal,9712,10
643,Jeep,Compass,2018,Cinza,2.5,2.3,4.56,Alto,140985,31
644,Volkswagen,Fox,2013,Prata,4.0,4.1,4.62,Pouco Rodado,100726,7
645,Volkswagen,T-Cross,2019,Branco,4.0,3.1,4.92,Normal,76618,14
646,Hyundai,HB20,2014,Prata,4.5,4.5,4.25,Normal,135214,20
647,Honda,HR-V,2025,Prata,4.8,3.9,3.94,Normal,11845,12
648,Chevrolet,Tracker,2022,Cinza,4.3,3.0,4.75,Pouco Rodado,30883,5
649,Renault,Kwid,2019,Branco,3.2,2.7,4.64,Normal,79391,21
650,Ford,Fiesta,2015,Branco,2.8,2.0,4.62,Alto,185983,48
651,Hyundai,HB20,2015,Vermelho,4.5,4.5,3.19,Normal,131041,21
652,Fiat,Uno,2017,Branco,3.6,4.3,4.77,Normal,102724,5
653,Volkswagen,Gol,2017,Cinza,4.0,4.4,4.57,Normal,104588,14
654,Chevrolet,Onix,2025,Branco,4.3,4.2,4.87,Pouco Rodado,5391,5
655,Hyundai,HB20,2020,Verde,4.5,4.5,4.39,Normal,64437,18
656,Hyundai,HB20,2014,Marrom,4.5,4.5,4.62,Normal,134398,33
657,Renault,Duster,2025,Cinza,3.2,3.2,4.78,Normal,10081,15
658,Volkswagen,Fox,2018,Preto,4.0,4.1,4.54,Pouco Rodado,57263,18
